Div;Date;HomeTeam;AwayTeam;home_eff;goals;FTR
1;31-01-2015;Elche;Granada;0;0;H
1;31-01-2015;Real Sociedad;Real Madrid;0;1;H
1;01-02-2015;Getafe;Almeria;0;0;H
1;01-02-2015;Villarreal;Barcelona;0;2;H
1;01-02-2015;Athletic de Bilbao;Levante;0;2;A
1;01-02-2015;Espanyol;Sevilla;0;2;H
1;02-02-2015;Valencia;Málaga;0;0;H
1;04-02-2015;Sevilla;Real Madrid;0;1;H
1;06-02-2015;Eibar;Deportivo de la Coruña;0;0;H
1;07-02-2015;Real Madrid;Atlético de Madrid;0;0;H
1;07-02-2015;Málaga;Levante;0;1;H
1;07-02-2015;Celta;Real Sociedad;0;1;D
1;07-02-2015;Granada;Villarreal;0;0;H
1;08-02-2015;Barcelona;Athletic de Bilbao;0;5;A
1;08-02-2015;Almeria;Cordoba;0;2;A
1;08-02-2015;Valencia;Espanyol;0;2;A
1;08-02-2015;Sevilla;Getafe;0;1;H
1;09-02-2015;Rayo Vallecano;Elche;0;0;H
1;13-02-2015;Real Sociedad;Almeria;0;2;D
1;14-02-2015;Athletic de Bilbao;Granada;0;0;D
1;14-02-2015;Espanyol;Málaga;0;2;A
1;14-02-2015;Deportivo de la Coruña;Real Madrid;0;0;H
1;14-02-2015;Cordoba;Sevilla;0;0;H
1;15-02-2015;Levante;Barcelona;0;0;H
1;15-02-2015;Atlético de Madrid;Celta;0;0;H
1;15-02-2015;Getafe;Valencia;0;0;H
1;15-02-2015;Villarreal;Rayo Vallecano;0;0;H
1;16-02-2015;Elche;Eibar;0;1;A
1;20-02-2015;Espanyol;Getafe;0;1;H
1;21-02-2015;Almeria;Atlético de Madrid;0;0;H
1;21-02-2015;Málaga;Barcelona;0;1;A
1;21-02-2015;Valencia;Cordoba;0;2;A
1;21-02-2015;Celta;Deportivo de la Coruña;0;2;A
1;22-02-2015;Rayo Vallecano;Athletic de Bilbao;0;0;H
1;22-02-2015;Real Madrid;Elche;0;2;A
1;22-02-2015;Sevilla;Real Sociedad;0;3;H
1;22-02-2015;Eibar;Villarreal;0;0;H
1;23-02-2015;Granada;Levante;0;1;H
1;27-02-2015;Cordoba;Espanyol;0;0;H
1;28-02-2015;Deportivo de la Coruña;Almeria;0;0;D
1;28-02-2015;Barcelona;Granada;0;3;A
1;28-02-2015;Getafe;Málaga;0;2;H
1;28-02-2015;Levante;Rayo Vallecano;0;2;H
1;01-03-2015;Athletic de Bilbao;Eibar;0;1;A
1;01-03-2015;Villarreal;Real Madrid;0;1;D
1;01-03-2015;Atlético de Madrid;Sevilla;0;0;D
1;01-03-2015;Real Sociedad;Valencia;0;0;H
1;02-03-2015;Elche;Celta;0;1;D
1;06-03-2015;Eibar;Levante;0;1;H
1;07-03-2015;Real Madrid;Athletic de Bilbao;0;0;H
1;07-03-2015;Almeria;Elche;0;0;H
1;07-03-2015;Málaga;Granada;0;0;H
1;07-03-2015;Sevilla;Deportivo de la Coruña;0;4;A
1;08-03-2015;Valencia;Atlético de Madrid;0;1;D
1;08-03-2015;Rayo Vallecano;Barcelona;0;1;H
1;08-03-2015;Espanyol;Real Sociedad;0;0;H
1;08-03-2015;Celta;Villarreal;0;1;H
1;09-03-2015;Getafe;Cordoba;0;2;A
1;13-03-2015;Deportivo de la Coruña;Valencia;0;0;H
1;14-03-2015;Athletic de Bilbao;Celta;0;2;A
1;14-03-2015;Barcelona;Eibar;0;2;A
1;14-03-2015;Atlético de Madrid;Espanyol;0;0;D
1;14-03-2015;Granada;Rayo Vallecano;0;1;H
1;15-03-2015;Villarreal;Almeria;0;0;D
1;15-03-2015;Cordoba;Málaga;0;0;H
1;15-03-2015;Levante;Real Madrid;0;0;H
1;15-03-2015;Elche;Sevilla;0;0;H
1;16-03-2015;Real Sociedad;Getafe;0;1;A
1;20-03-2015;Valencia;Elche;0;4;A
1;21-03-2015;Almeria;Athletic de Bilbao;0;1;H
1;21-03-2015;Getafe;Atlético de Madrid;0;0;H
1;21-03-2015;Eibar;Granada;0;0;D
1;21-03-2015;Celta;Levante;0;1;A
1;21-03-2015;Málaga;Rayo Vallecano;0;0;H
1;22-03-2015;Real Madrid;Barcelona;0;1;H
1;22-03-2015;Espanyol;Deportivo de la Coruña;0;0;D
1;22-03-2015;Cordoba;Real Sociedad;0;1;H
1;22-03-2015;Sevilla;Villarreal;0;2;A
1;03-04-2015;Rayo Vallecano;Eibar;0;2;A
1;04-04-2015;Levante;Almeria;0;4;A
1;04-04-2015;Atlético de Madrid;Cordoba;0;2;A
1;04-04-2015;Real Sociedad;Málaga;0;1;D
1;04-04-2015;Athletic de Bilbao;Sevilla;0;0;H
1;05-04-2015;Barcelona;Celta;0;1;A
1;05-04-2015;Deportivo de la Coruña;Getafe;0;1;H
1;05-04-2015;Granada;Real Madrid;0;1;H
1;05-04-2015;Villarreal;Valencia;0;0;D
1;06-04-2015;Elche;Espanyol;0;1;D
1;07-04-2015;Real Sociedad;Atlético de Madrid;0;0;H
1;07-04-2015;Málaga;Eibar;0;0;H
1;07-04-2015;Sevilla;Levante;0;2;A
1;08-04-2015;Almeria;Barcelona;0;0;H
1;08-04-2015;Celta;Granada;0;1;D
1;08-04-2015;Cordoba;Deportivo de la Coruña;0;1;D
1;08-04-2015;Real Madrid;Rayo Vallecano;0;2;A
1;09-04-2015;Valencia;Athletic de Bilbao;0;1;D
1;09-04-2015;Getafe;Elche;0;1;A
1;09-04-2015;Espanyol;Villarreal;0;3;A
1;11-04-2015;Granada;Almeria;0;0;H
1;11-04-2015;Rayo Vallecano;Celta;0;1;H
1;11-04-2015;Atlético de Madrid;Málaga;0;2;D
1;11-04-2015;Eibar;Real Madrid;0;0;H
1;11-04-2015;Barcelona;Sevilla;0;2;D
1;12-04-2015;Elche;Cordoba;0;2;A
1;12-04-2015;Athletic de Bilbao;Espanyol;0;0;H
1;12-04-2015;Villarreal;Getafe;0;1;D
1;12-04-2015;Deportivo de la Coruña;Real Sociedad;0;2;D
1;13-04-2015;Levante;Valencia;0;0;H
1;17-04-2015;Espanyol;Levante;0;2;D
1;18-04-2015;Getafe;Athletic de Bilbao;0;0;H
1;18-04-2015;Valencia;Barcelona;0;0;H
1;18-04-2015;Atlético de Madrid;Deportivo de la Coruña;0;2;A
1;18-04-2015;Málaga;Real Madrid;0;1;H
1;19-04-2015;Celta;Eibar;0;1;A
1;19-04-2015;Sevilla;Granada;0;1;D
1;19-04-2015;Almeria;Rayo Vallecano;0;0;H
1;19-04-2015;Cordoba;Villarreal;0;0;D
1;20-04-2015;Real Sociedad;Elche;0;0;H
1;24-04-2015;Athletic de Bilbao;Cordoba;0;1;A
1;25-04-2015;Elche;Atlético de Madrid;0;0;H
1;25-04-2015;Barcelona;Espanyol;0;2;A
1;25-04-2015;Levante;Getafe;0;1;A
1;25-04-2015;Villarreal;Real Sociedad;0;0;D
1;26-04-2015;Eibar;Almeria;0;0;H
1;26-04-2015;Real Madrid;Celta;0;4;A
1;26-04-2015;Deportivo de la Coruña;Málaga;0;1;D
1;26-04-2015;Rayo Vallecano;Sevilla;0;0;H
1;27-04-2015;Granada;Valencia;0;0;H
1;28-04-2015;Real Sociedad;Athletic de Bilbao;0;1;D
1;28-04-2015;Getafe;Barcelona;0;0;H
1;28-04-2015;Cordoba;Levante;0;0;H
1;29-04-2015;Málaga;Celta;0;0;H
1;29-04-2015;Sevilla;Eibar;0;3;A
1;29-04-2015;Deportivo de la Coruña;Elche;0;0;H
1;29-04-2015;Almeria;Real Madrid;0;0;H
1;29-04-2015;Atlético de Madrid;Villarreal;0;1;A
1;30-04-2015;Espanyol;Granada;0;2;A
1;30-04-2015;Valencia;Rayo Vallecano;0;1;D
1;01-05-2015;Levante;Real Sociedad;0;0;H
1;02-05-2015;Athletic de Bilbao;Atlético de Madrid;0;0;D
1;02-05-2015;Barcelona;Cordoba;0;8;A
1;02-05-2015;Villarreal;Deportivo de la Coruña;0;1;D
1;02-05-2015;Real Madrid;Sevilla;0;3;A
1;03-05-2015;Rayo Vallecano;Espanyol;0;1;D
1;03-05-2015;Granada;Getafe;0;2;A
1;03-05-2015;Elche;Málaga;0;2;A
1;03-05-2015;Eibar;Valencia;0;1;H
1;04-05-2015;Celta;Almeria;0;2;D
1;08-05-2015;Espanyol;Eibar;0;2;A
1;09-05-2015;Deportivo de la Coruña;Athletic de Bilbao;0;1;D
1;09-05-2015;Real Sociedad;Barcelona;0;0;H
1;09-05-2015;Cordoba;Granada;0;0;H
1;09-05-2015;Valencia;Real Madrid;0;2;D
1;10-05-2015;Málaga;Almeria;0;2;A
1;10-05-2015;Sevilla;Celta;0;1;D
1;10-05-2015;Atlético de Madrid;Levante;0;2;D
1;10-05-2015;Elche;Villarreal;0;0;H
1;11-05-2015;Getafe;Rayo Vallecano;0;0;H
1;17-05-2015;Barcelona;Atlético de Madrid;0;1;A
1;17-05-2015;Rayo Vallecano;Cordoba;0;2;A
1;17-05-2015;Athletic de Bilbao;Elche;0;3;A
1;17-05-2015;Real Madrid;Espanyol;0;4;A
1;17-05-2015;Eibar;Getafe;0;1;D
1;17-05-2015;Levante;Deportivo de la Coruña;0;0;H
1;17-05-2015;Almeria;Sevilla;0;1;H
1;17-05-2015;Granada;Real Sociedad;0;3;A
1;17-05-2015;Celta;Valencia;0;1;D
1;17-05-2015;Málaga;Villarreal;0;1;H
1;23-05-2015;Valencia;Almeria;0;3;A
1;23-05-2015;Villarreal;Athletic de Bilbao;0;0;H
1;23-05-2015;Deportivo de la Coruña;Barcelona;0;2;D
1;23-05-2015;Espanyol;Celta;0;2;H
1;23-05-2015;Cordoba;Eibar;0;0;H
1;23-05-2015;Atlético de Madrid;Granada;0;0;D
1;23-05-2015;Elche;Levante;0;0;D
1;23-05-2015;Sevilla;Málaga;0;3;A
1;23-05-2015;Getafe;Real Madrid;0;3;H
1;23-05-2015;Real Sociedad;Rayo Vallecano;0;4;A
2;23-08-2014;Las Palmas;Llagostera;1;2;H
2;23-08-2014;Numancia;Sp Gijón;1;1;A
2;23-08-2014;Osasuna;AAAABarcelona B;1;2;H
2;23-08-2014;Recreativo;Zaragoza;1;0;D
2;23-08-2014;Valladolid;Mallorca;1;2;H
2;24-08-2014;Albacete;Alcorcon;1;2;A
2;24-08-2014;Girona;Santander;1;1;H
2;24-08-2014;Leganés;Alavés;1;1;D
2;24-08-2014;Mirandes;Lugo;1;0;D
2;24-08-2014;Ponferradina;Tenerife;1;1;H
2;24-08-2014;Sabadell;Betis;1;2;A
2;30-08-2014;Alcorcon;Girona;1;1;A
2;30-08-2014;AAAABarcelona B;Sabadell;1;3;H
2;30-08-2014;Lugo;Valladolid;1;1;H
2;30-08-2014;Santander;Mirandes;1;1;A
2;30-08-2014;Tenerife;Albacete;1;1;D
2;30-08-2014;Zaragoza;Osasuna;1;1;D
2;31-08-2014;Alavés;Recreativo;1;0;D
2;31-08-2014;Betis;Numancia;1;2;H
2;31-08-2014;Llagostera;Leganés;1;2;H
2;31-08-2014;Mallorca;Las Palmas;1;1;D
2;31-08-2014;Sp Gijón;Ponferradina;1;2;H
2;06-09-2014;Albacete;Sp Gijón;1;1;D
2;06-09-2014;Girona;Tenerife;1;2;H
2;06-09-2014;Osasuna;Alavés;1;1;A
2;06-09-2014;Recreativo;Llagostera;1;2;H
2;06-09-2014;Sabadell;Numancia;1;0;A
2;07-09-2014;AAAABarcelona B;Zaragoza;1;4;H
2;07-09-2014;Las Palmas;Lugo;1;3;H
2;07-09-2014;Leganés;Mallorca;1;3;H
2;07-09-2014;Mirandes;Alcorcon;1;1;A
2;07-09-2014;Ponferradina;Betis;1;4;H
2;07-09-2014;Valladolid;Santander;1;3;H
2;13-09-2014;Alavés;AAAABarcelona B;1;2;A
2;13-09-2014;Llagostera;Osasuna;1;0;D
2;13-09-2014;Mallorca;Recreativo;1;1;A
2;13-09-2014;Numancia;Ponferradina;1;1;A
2;13-09-2014;Santander;Las Palmas;1;1;A
2;14-09-2014;Alcorcon;Valladolid;1;0;A
2;14-09-2014;Betis;Albacete;1;0;A
2;14-09-2014;Lugo;Leganés;1;0;D
2;14-09-2014;Sp Gijón;Girona;1;1;D
2;14-09-2014;Tenerife;Mirandes;1;1;H
2;14-09-2014;Zaragoza;Sabadell;1;1;D
2;20-09-2014;AAAABarcelona B;Llagostera;1;0;A
2;20-09-2014;Las Palmas;Alcorcon;1;4;H
2;20-09-2014;Mirandes;Sp Gijón;1;0;A
2;20-09-2014;Recreativo;Lugo;1;0;D
2;20-09-2014;Sabadell;Ponferradina;1;1;H
2;20-09-2014;Zaragoza;Alavés;1;1;H
2;21-09-2014;Albacete;Numancia;1;0;A
2;21-09-2014;Girona;Betis;1;1;A
2;21-09-2014;Leganés;Santander;1;2;D
2;21-09-2014;Osasuna;Mallorca;1;6;H
2;21-09-2014;Valladolid;Tenerife;1;2;H
2;27-09-2014;Alavés;Sabadell;1;3;H
2;27-09-2014;Llagostera;Zaragoza;1;0;A
2;27-09-2014;Lugo;Osasuna;1;4;H
2;27-09-2014;Santander;Recreativo;1;3;H
2;28-09-2014;Alcorcon;Leganés;1;1;H
2;28-09-2014;Betis;Mirandes;1;2;H
2;28-09-2014;Mallorca;AAAABarcelona B;1;3;D
2;28-09-2014;Numancia;Girona;1;2;D
2;28-09-2014;Sp Gijón;Valladolid;1;1;D
2;28-09-2014;Tenerife;Las Palmas;1;2;H
2;29-09-2014;Ponferradina;Albacete;1;1;H
2;04-10-2014;Alavés;Llagostera;1;0;D
2;04-10-2014;AAAABarcelona B;Lugo;1;0;A
2;04-10-2014;Girona;Ponferradina;1;3;H
2;04-10-2014;Las Palmas;Sp Gijón;1;1;D
2;04-10-2014;Osasuna;Santander;1;0;A
2;05-10-2014;Leganés;Tenerife;1;2;H
2;05-10-2014;Mirandes;Numancia;1;2;H
2;05-10-2014;Recreativo;Alcorcon;1;2;H
2;05-10-2014;Sabadell;Albacete;1;6;H
2;05-10-2014;Valladolid;Betis;1;0;D
2;05-10-2014;Zaragoza;Mallorca;1;2;H
2;11-10-2014;Albacete;Girona;1;0;A
2;11-10-2014;Alcorcon;Osasuna;1;2;H
2;11-10-2014;Mallorca;Alavés;1;2;H
2;11-10-2014;Numancia;Valladolid;1;0;A
2;11-10-2014;Ponferradina;Mirandes;1;1;H
2;11-10-2014;Santander;AAAABarcelona B;1;0;D
2;11-10-2014;Tenerife;Recreativo;1;0;A
2;12-10-2014;Betis;Las Palmas;1;0;D
2;12-10-2014;Llagostera;Sabadell;1;0;A
2;12-10-2014;Lugo;Zaragoza;1;3;D
2;12-10-2014;Sp Gijón;Leganés;1;2;H
2;18-10-2014;Alavés;Lugo;1;1;H
2;18-10-2014;Mirandes;Albacete;1;3;H
2;18-10-2014;Osasuna;Tenerife;1;3;H
2;18-10-2014;Sabadell;Girona;1;0;A
2;18-10-2014;Valladolid;Ponferradina;1;0;D
2;18-10-2014;Zaragoza;Santander;1;2;H
2;19-10-2014;AAAABarcelona B;Alcorcon;1;4;H
2;19-10-2014;Las Palmas;Numancia;1;2;H
2;19-10-2014;Leganés;Betis;1;1;H
2;19-10-2014;Llagostera;Mallorca;1;1;A
2;19-10-2014;Recreativo;Sp Gijón;1;1;D
2;25-10-2014;Betis;Recreativo;1;3;H
2;25-10-2014;Mallorca;Sabadell;1;1;H
2;25-10-2014;Ponferradina;Las Palmas;1;2;D
2;25-10-2014;Santander;Alavés;1;1;D
2;26-10-2014;Albacete;Valladolid;1;3;A
2;26-10-2014;Alcorcon;Zaragoza;1;1;A
2;26-10-2014;Girona;Mirandes;1;3;H
2;26-10-2014;Lugo;Llagostera;1;1;D
2;26-10-2014;Numancia;Leganés;1;1;D
2;26-10-2014;Sp Gijón;Osasuna;1;2;H
2;26-10-2014;Tenerife;AAAABarcelona B;1;2;H
2;01-11-2014;Alavés;Alcorcon;1;1;D
2;01-11-2014;AAAABarcelona B;Sp Gijón;1;0;D
2;01-11-2014;Las Palmas;Albacete;1;2;H
2;01-11-2014;Llagostera;Santander;1;0;A
2;01-11-2014;Mallorca;Lugo;1;2;H
2;01-11-2014;Sabadell;Mirandes;1;3;H
2;02-11-2014;Leganés;Ponferradina;1;1;D
2;02-11-2014;Osasuna;Betis;1;3;H
2;02-11-2014;Recreativo;Numancia;1;0;A
2;02-11-2014;Valladolid;Girona;1;2;H
2;03-11-2014;Zaragoza;Tenerife;1;2;A
2;08-11-2014;Albacete;Leganés;1;1;H
2;08-11-2014;Alcorcon;Llagostera;1;2;H
2;08-11-2014;Betis;AAAABarcelona B;1;1;H
2;08-11-2014;Girona;Las Palmas;1;1;A
2;08-11-2014;Mirandes;Valladolid;1;0;D
2;08-11-2014;Numancia;Osasuna;1;0;D
2;09-11-2014;Lugo;Sabadell;1;2;H
2;09-11-2014;Ponferradina;Recreativo;1;3;D
2;09-11-2014;Santander;Mallorca;1;0;A
2;09-11-2014;Sp Gijón;Zaragoza;1;3;H
2;09-11-2014;Tenerife;Alavés;1;1;D
2;15-11-2014;Alavés;Sp Gijón;1;0;D
2;15-11-2014;AAAABarcelona B;Numancia;1;1;D
2;15-11-2014;Las Palmas;Mirandes;1;0;D
2;15-11-2014;Leganés;Girona;1;1;A
2;15-11-2014;Mallorca;Alcorcon;1;1;D
2;15-11-2014;Osasuna;Ponferradina;1;0;A
2;15-11-2014;Sabadell;Valladolid;1;0;D
2;16-11-2014;Llagostera;Tenerife;1;2;H
2;16-11-2014;Lugo;Santander;1;0;D
2;16-11-2014;Recreativo;Albacete;1;4;H
2;16-11-2014;Zaragoza;Betis;1;2;D
2;22-11-2014;Numancia;Zaragoza;1;2;H
2;22-11-2014;Ponferradina;AAAABarcelona B;1;4;D
2;22-11-2014;Santander;Sabadell;1;3;H
2;22-11-2014;Sp Gijón;Llagostera;1;0;D
2;22-11-2014;Tenerife;Mallorca;1;0;D
2;23-11-2014;Albacete;Osasuna;1;2;H
2;23-11-2014;Alcorcon;Lugo;1;1;H
2;23-11-2014;Betis;Alavés;1;1;A
2;23-11-2014;Girona;Recreativo;1;2;H
2;23-11-2014;Mirandes;Leganés;1;1;H
2;23-11-2014;Valladolid;Las Palmas;1;1;A
2;29-11-2014;Alavés;Numancia;1;0;A
2;29-11-2014;Leganés;Valladolid;1;1;H
2;29-11-2014;Llagostera;Betis;1;0;A
2;29-11-2014;Osasuna;Girona;1;0;D
2;30-11-2014;AAAABarcelona B;Albacete;1;1;A
2;30-11-2014;Lugo;Tenerife;1;1;H
2;30-11-2014;Mallorca;Sp Gijón;1;0;A
2;30-11-2014;Recreativo;Mirandes;1;0;A
2;30-11-2014;Santander;Alcorcon;1;0;A
2;30-11-2014;Zaragoza;Ponferradina;1;4;H
2;06-12-2014;Las Palmas;Leganés;1;1;H
2;06-12-2014;Mirandes;Osasuna;1;1;H
2;06-12-2014;Numancia;Llagostera;1;3;H
2;06-12-2014;Ponferradina;Alavés;1;2;H
2;07-12-2014;Alcorcon;Sabadell;1;3;H
2;07-12-2014;Girona;AAAABarcelona B;1;0;A
2;07-12-2014;Sp Gijón;Lugo;1;2;H
2;07-12-2014;Tenerife;Santander;1;1;H
2;07-12-2014;Valladolid;Recreativo;1;1;H
2;08-12-2014;Albacete;Zaragoza;1;2;D
2;08-12-2014;Betis;Mallorca;1;1;H
2;10-12-2014;Sabadell;Las Palmas;1;2;D
2;13-12-2014;AAAABarcelona B;Mirandes;1;1;A
2;13-12-2014;Lugo;Betis;1;0;A
2;13-12-2014;Recreativo;Las Palmas;1;2;A
2;13-12-2014;Santander;Sp Gijón;1;1;D
2;14-12-2014;Alavés;Albacete;1;2;H
2;14-12-2014;Alcorcon;Tenerife;1;0;D
2;14-12-2014;Llagostera;Ponferradina;1;3;H
2;14-12-2014;Mallorca;Numancia;1;1;D
2;14-12-2014;Osasuna;Valladolid;1;2;H
2;14-12-2014;Sabadell;Leganés;1;1;A
2;14-12-2014;Zaragoza;Girona;1;2;H
2;20-12-2014;Girona;Alavés;1;2;D
2;20-12-2014;Mirandes;Zaragoza;1;1;D
2;20-12-2014;Numancia;Lugo;1;6;D
2;20-12-2014;Ponferradina;Mallorca;1;3;H
2;20-12-2014;Tenerife;Sabadell;1;1;H
2;21-12-2014;Albacete;Llagostera;1;0;A
2;21-12-2014;Betis;Santander;1;2;H
2;21-12-2014;Las Palmas;Osasuna;1;1;A
2;21-12-2014;Leganés;Recreativo;1;2;H
2;21-12-2014;Sp Gijón;Alcorcon;1;2;H
2;21-12-2014;Valladolid;AAAABarcelona B;1;7;H
2;03-01-2015;Alavés;Mirandes;1;1;A
2;03-01-2015;AAAABarcelona B;Las Palmas;1;0;A
2;03-01-2015;Llagostera;Girona;1;1;A
2;03-01-2015;Mallorca;Albacete;1;2;H
2;03-01-2015;Osasuna;Leganés;1;2;H
2;04-01-2015;Alcorcon;Betis;1;0;D
2;04-01-2015;Lugo;Ponferradina;1;0;D
2;04-01-2015;Sabadell;Recreativo;1;1;H
2;04-01-2015;Santander;Numancia;1;1;D
2;04-01-2015;Tenerife;Sp Gijón;1;1;D
2;04-01-2015;Zaragoza;Valladolid;1;0;A
2;10-01-2015;Albacete;Lugo;1;3;H
2;10-01-2015;Betis;Tenerife;1;3;H
2;10-01-2015;Girona;Mallorca;1;0;D
2;10-01-2015;Leganés;AAAABarcelona B;1;2;H
2;10-01-2015;Recreativo;Osasuna;1;1;D
2;11-01-2015;Las Palmas;Zaragoza;1;5;H
2;11-01-2015;Mirandes;Llagostera;1;1;H
2;11-01-2015;Numancia;Alcorcon;1;2;D
2;11-01-2015;Ponferradina;Santander;1;1;D
2;11-01-2015;Sabadell;Sp Gijón;1;2;D
2;11-01-2015;Valladolid;Alavés;1;2;H
2;17-01-2015;Alavés;Las Palmas;1;1;D
2;17-01-2015;Lugo;Girona;1;1;A
2;17-01-2015;Osasuna;Sabadell;1;0;D
2;17-01-2015;Santander;Albacete;1;1;H
2;18-01-2015;Alcorcon;Ponferradina;1;1;D
2;18-01-2015;AAAABarcelona B;Recreativo;1;3;H
2;18-01-2015;Llagostera;Valladolid;1;2;H
2;18-01-2015;Mallorca;Mirandes;1;2;H
2;18-01-2015;Sp Gijón;Betis;1;1;A
2;18-01-2015;Tenerife;Numancia;1;0;D
2;18-01-2015;Zaragoza;Leganés;1;2;H
2;24-01-2015;Alavés;Leganés;1;2;H
2;24-01-2015;Betis;Sabadell;1;2;H
2;24-01-2015;Tenerife;Ponferradina;1;0;A
2;24-01-2015;Zaragoza;Recreativo;1;2;H
2;25-01-2015;Alcorcon;Albacete;1;2;A
2;25-01-2015;AAAABarcelona B;Osasuna;1;0;A
2;25-01-2015;Llagostera;Las Palmas;1;0;D
2;25-01-2015;Lugo;Mirandes;1;1;D
2;25-01-2015;Mallorca;Valladolid;1;1;A
2;25-01-2015;Santander;Girona;1;0;A
2;25-01-2015;Sp Gijón;Numancia;1;3;H
2;31-01-2015;Albacete;Tenerife;1;3;H
2;31-01-2015;Las Palmas;Mallorca;1;2;H
2;31-01-2015;Leganés;Llagostera;1;2;H
2;31-01-2015;Mirandes;Santander;1;0;A
2;31-01-2015;Numancia;Betis;1;1;D
2;31-01-2015;Ponferradina;Sp Gijón;1;0;A
2;31-01-2015;Sabadell;AAAABarcelona B;1;1;A
2;01-02-2015;Girona;Alcorcon;1;3;H
2;01-02-2015;Recreativo;Alavés;1;0;D
2;01-02-2015;Valladolid;Lugo;1;0;D
2;07-02-2015;Alcorcon;Mirandes;1;2;D
2;07-02-2015;Llagostera;Recreativo;1;1;H
2;07-02-2015;Santander;Valladolid;1;1;A
2;07-02-2015;Zaragoza;AAAABarcelona B;1;4;H
2;08-02-2015;Betis;Ponferradina;1;1;D
2;08-02-2015;Lugo;Las Palmas;1;2;H
2;08-02-2015;Mallorca;Leganés;1;0;A
2;08-02-2015;Numancia;Sabadell;1;3;H
2;08-02-2015;Sp Gijón;Albacete;1;2;H
2;08-02-2015;Tenerife;Girona;1;0;A
2;10-02-2015;Osasuna;Zaragoza;1;0;A
2;14-02-2015;AAAABarcelona B;Alavés;1;0;D
2;14-02-2015;Mirandes;Tenerife;1;1;D
2;14-02-2015;Osasuna;Llagostera;1;0;A
2;14-02-2015;Recreativo;Mallorca;1;0;D
2;15-02-2015;Albacete;Betis;1;0;D
2;15-02-2015;Girona;Sp Gijón;1;0;D
2;15-02-2015;Las Palmas;Santander;1;1;H
2;15-02-2015;Leganés;Lugo;1;2;H
2;15-02-2015;Ponferradina;Numancia;1;1;A
2;15-02-2015;Sabadell;Zaragoza;1;0;D
2;15-02-2015;Valladolid;Alcorcon;1;1;H
2;21-02-2015;Alcorcon;Las Palmas;1;0;D
2;21-02-2015;Betis;Girona;1;2;H
2;21-02-2015;Mallorca;Osasuna;1;3;H
2;21-02-2015;Santander;Leganés;1;1;A
2;22-02-2015;Alavés;Zaragoza;1;4;H
2;22-02-2015;Llagostera;AAAABarcelona B;1;1;H
2;22-02-2015;Lugo;Recreativo;1;2;H
2;22-02-2015;Numancia;Albacete;1;1;D
2;22-02-2015;Ponferradina;Sabadell;1;3;H
2;22-02-2015;Sp Gijón;Mirandes;1;4;H
2;22-02-2015;Tenerife;Valladolid;1;2;H
2;28-02-2015;AAAABarcelona B;Mallorca;1;2;A
2;28-02-2015;Osasuna;Lugo;1;0;A
2;28-02-2015;Sabadell;Alavés;1;2;H
2;28-02-2015;Valladolid;Sp Gijón;1;3;H
2;01-03-2015;Albacete;Ponferradina;1;2;H
2;01-03-2015;Girona;Numancia;1;2;H
2;01-03-2015;Las Palmas;Tenerife;1;1;D
2;01-03-2015;Leganés;Alcorcon;1;1;A
2;01-03-2015;Mirandes;Betis;1;0;D
2;01-03-2015;Recreativo;Santander;1;1;H
2;01-03-2015;Zaragoza;Llagostera;1;2;D
2;07-03-2015;Albacete;Sabadell;1;0;D
2;07-03-2015;Lugo;AAAABarcelona B;1;3;H
2;07-03-2015;Numancia;Mirandes;1;1;H
2;07-03-2015;Santander;Osasuna;1;2;H
2;07-03-2015;Tenerife;Leganés;1;1;H
2;08-03-2015;Alcorcon;Recreativo;1;1;D
2;08-03-2015;Betis;Valladolid;1;4;H
2;08-03-2015;Llagostera;Alavés;1;3;H
2;08-03-2015;Mallorca;Zaragoza;1;3;H
2;08-03-2015;Ponferradina;Girona;1;3;H
2;08-03-2015;Sp Gijón;Las Palmas;1;1;D
2;14-03-2015;Alavés;Mallorca;1;2;H
2;14-03-2015;Leganés;Sp Gijón;1;0;A
2;14-03-2015;Osasuna;Alcorcon;1;1;D
2;14-03-2015;Recreativo;Tenerife;1;1;D
2;14-03-2015;Sabadell;Llagostera;1;1;D
2;14-03-2015;Valladolid;Numancia;1;4;H
2;14-03-2015;Zaragoza;Lugo;1;0;D
2;15-03-2015;AAAABarcelona B;Santander;1;1;D
2;15-03-2015;Girona;Albacete;1;2;D
2;15-03-2015;Las Palmas;Betis;1;0;A
2;15-03-2015;Mirandes;Ponferradina;1;2;H
2;18-03-2015;Alavés;Osasuna;1;3;H
2;21-03-2015;Albacete;Mirandes;1;0;D
2;21-03-2015;Alcorcon;AAAABarcelona B;1;3;H
2;21-03-2015;Betis;Leganés;1;1;A
2;21-03-2015;Mallorca;Llagostera;1;0;A
2;21-03-2015;Numancia;Las Palmas;1;4;H
2;22-03-2015;Girona;Sabadell;1;0;D
2;22-03-2015;Lugo;Alavés;1;3;H
2;22-03-2015;Ponferradina;Valladolid;1;2;H
2;22-03-2015;Santander;Zaragoza;1;0;A
2;22-03-2015;Sp Gijón;Recreativo;1;1;D
2;22-03-2015;Tenerife;Osasuna;1;2;H
2;28-03-2015;Alavés;Santander;1;2;H
2;28-03-2015;Las Palmas;Ponferradina;1;4;H
2;28-03-2015;Leganés;Numancia;1;0;D
2;28-03-2015;Llagostera;Lugo;1;3;H
2;28-03-2015;Recreativo;Betis;1;0;A
